protein_id,bmrb_id,entity_id,pdb_path,status,error
bmr4222_entity1,4222,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4222_entity1.pdb,skipped_existing,
bmr4224_entity1,4224,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4224_entity1.pdb,skipped_existing,
bmr4225_entity1,4225,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4225_entity1.pdb,skipped_existing,
bmr4227_entity1,4227,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4227_entity1.pdb,skipped_existing,
bmr4228_entity1,4228,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4228_entity1.pdb,skipped_existing,
bmr4230_entity1,4230,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4230_entity1.pdb,skipped_existing,
bmr4232_entity1,4232,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4232_entity1.pdb,skipped_existing,
bmr4236_entity1,4236,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4236_entity1.pdb,skipped_existing,
bmr4237_entity1,4237,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4237_entity1.pdb,skipped_existing,
bmr4239_entity1,4239,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4239_entity1.pdb,skipped_existing,
bmr4241_entity1,4241,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4241_entity1.pdb,skipped_existing,
bmr4242_entity1,4242,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4242_entity1.pdb,skipped_existing,
bmr4248_entity1,4248,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4248_entity1.pdb,skipped_existing,
bmr4249_entity1,4249,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4249_entity1.pdb,skipped_existing,
bmr4251_entity1,4251,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4251_entity1.pdb,skipped_existing,
